,name,type,EFA,thc_input,cbd_input
734,Jelly Roll,Indica,"Relaxed, Happy, Tingly, Sweet, Nausea, Stress",858.4444444444445,13.0
735,Jr,Indica,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pain, Stress, Insomnia, Depression, Nausea",858.4444444444445,13.0
736,K-Train,Hybrid,"Happy, Euphoric, Uplifted, Creative, Horny, Dry Mouth, Paranoid, Citrus, Earthy, Stress, Depression, Insomnia, Pain",861.6176470588235,16.0
737,Kali China,Indica,"Creative, Relaxed, Euphoric, Uplifted, Focused, Mango, Depression, Pain, Nausea, Stress, Insomnia",858.4444444444445,13.0
738,Kandahar,Hybrid,"Relaxed, Sleepy, Uplifted, Euphoric, Earthy, Insomnia, Depression, Pain, Stress",861.6176470588235,16.0
739,Katsu Bubba Kush,Indica,"Relaxed, Happy, Sleepy, Uplifted, Euphoric, Dry Mouth, Berry, Grape, Stress, Pain, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
740,Katsu Kush,Indica,"Relaxed, Sleepy, Euphoric, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Stress, Insomnia, Muscle Spasms, Depression",858.4444444444445,13.0
741,KC 36,Indica,"Sleepy, Relaxed, Uplifted, Euphoric, Hungry, Paranoid, Sweet, Blueberry, Grape, Depression, Stress",858.4444444444445,13.0
742,Kelly Hill Gold,Indica,"Happy, Energetic, Euphoric, Talkative, Horny, Dry Mouth, Pepper, Earthy, Coffee, Pain, Stress, Inflammation, Muscle Spasms",858.4444444444445,13.0
743,Khufu,Hybrid,"Relaxed, Euphoric, Happy, Focused, Uplifted, Dry Mouth, Sweet, Pain, Insomnia, Stress, Depression",861.6176470588235,16.0
744,King Louis XIII,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Insomnia, Pain, Depression, Muscle Spasms",861.6176470588235,16.0
745,Kiwiskunk,Hybrid,"Happy, Hungry, Sleepy, Creative, Horny, Citrus, Depression, Insomnia, Stress",861.6176470588235,16.0
746,Kobain Kush,Hybrid,"Relaxed, Happy, Sleepy, Euphoric, Hungry, Anxious, Earthy, Pain, Stress, Depression, Insomnia",861.6176470588235,16.0
747,Kraken,Indica,"Relaxed, Sleepy, Happy, Talkative, Euphoric, Paranoid, Dry Mouth, Earthy, Stress, Insomnia, Muscle Spasms",858.4444444444445,13.0
748,Krishna Kush,Indica,"Relaxed, Happy, Horny, Sleepy, Sweet, Berry, Lavender, Pain, Insomnia, Stress",858.4444444444445,13.0
749,Kushadelic,Hybrid,"Relaxed, Sleepy, Hungry, Euphoric, Uplifted, Dry Mouth, Paranoid, Pine, Earthy, Sweet, Insomnia, Inflammation, Lack of Appetite, Pain, Stress",861.6176470588235,16.0
750,LA OG,Hybrid,"Relaxed, Euphoric, Tingly, Happy, Sleepy, Dry Mouth, Paranoid, Berry, Grape, Pain, Stress, Muscle Spasms, Inflammation",861.6176470588235,16.0
751,LA Ultra,Indica,"Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Lemon, Insomnia, Stress, Pain",858.4444444444445,13.0
752,L.A.K. Federal Reserve,Indica,"Relaxed, Tingly, Hungry, Uplifted, Creative, Dry Mouth, Lemon, Earthy, Sweet, Lack of Appetite, Nausea, Pain, Stress",858.4444444444445,13.0
753,Lashkar Gah,Indica,"Relaxed, Euphoric, Sleepy, Hungry, Happy, Earthy, Sweet, Pain, Insomnia, Lack of Appetite, Stress",858.4444444444445,13.0
754,Lee Roy,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Creative, Dry Mouth, Paranoid, Lime, Earthy, Pain, Depression, Stress, Insomnia",861.6176470588235,16.0
755,Legend OG,Hybrid,"Relaxed, Sleepy, Euphoric, Hungry, Uplifted, Dry Mouth, Earthy, Pine, Insomnia, Pain, Nausea, Stress, Depression",861.6176470588235,16.0
756,Lime Purple Mist,Indica,"Relaxed, Sleepy, Happy, Tingly, Euphoric, Dry Mouth, Lime, Berry, Lack of Appetite, Pain, Stress, Depression",858.4444444444445,13.0
757,Lime Sorbet,Indica,"Euphoric, Relaxed, Sleepy, Uplifted, Happy, Lime, Sweet, Lemon, Insomnia, Stress",858.4444444444445,13.0
758,Locomotion,Hybrid,"Euphoric, Relaxed, Happy, Talkative, Dry Mouth, Paranoid, Anxious, Earthy, Stress, Pain, Depression, Nausea",861.6176470588235,16.0
759,Love Potion #9,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Dry Mouth, Sweet, Honey, Stress, Depression, Pain, Insomnia",861.6176470588235,16.0
760,Lucid Bolt,Indica,"Hungry, Relaxed, Sleepy, Talkative, Dry Mouth, Blueberry, Berry, Earthy, Insomnia, Lack of Appetite, Stress, Depression",858.4444444444445,13.0
761,Mad Scientist,Hybrid,"Relaxed, Euphoric, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid, Earthy, Pine, Insomnia, Pain, Stress, Depression, Muscle Spasms",861.6176470588235,16.0
762,Magic Beans OG,Indica,"Happy, Sleepy, Euphoric, Relaxed, Tingly, Lemon, Pine, Depression, Stress",858.4444444444445,13.0
763,Magnificent Mile,Indica,"Euphoric, Tingly, Happy, Sleepy, Uplifted, Dry Mouth, Berry, Earthy, Depression, Pain, Insomnia, Nausea",858.4444444444445,13.0
764,Mangolicious,Indica,"Talkative, Uplifted, Creative, Energetic, Euphoric, Sweet, Pineapple, Depression, Muscle Spasms, Pain",858.4444444444445,13.0
765,Master Jedi,Indica,"Relaxed, Hungry, Euphoric, Creative, Sleepy, Dry Mouth, Anxious, Earthy, Skunk, Stress, Insomnia, Inflammation, Depression",858.4444444444445,13.0
766,Mataro Blue,Hybrid,"Relaxed, Euphoric, Hungry, Happy, Tingly, Dry Mouth, Berry, Earthy, Sweet, Pain, Stress, Depression, Insomnia, Muscle Spasms",861.6176470588235,16.0
767,Mazar Kush,Indica,"Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Anxious, Earthy, Pain, Insomnia, Inflammation, Stress, Nausea",858.4444444444445,13.0
768,Mendo Breath,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Stress, Pain, Insomnia, Depression",861.6176470588235,16.0
769,Merlot OG,Hybrid,"Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Earthy, Stress, Insomnia, Muscle Spasms, Depression",861.6176470588235,16.0
770,Milky Way,Hybrid,"Euphoric, Happy, Relaxed, Sleepy, Tingly, Dry Mouth, Paranoid, Sweet, Lavender, Stress, Depression, Pain, Nausea",861.6176470588235,16.0
771,Molokaâ€™i Frost,Indica,"Uplifted, Relaxed, Euphoric, Happy, Tingly, Earthy, Depression, Pain, Stress, Inflammation",858.4444444444445,13.0
772,Molokaâ€™i Purpz,Indica,"Horny, Creative, Euphoric, Relaxed, Sleepy, Dry Mouth, Anxious, Berry, Grape, Sweet, Inflammation, Insomnia, Lack of Appetite, Muscle Spasms, Nausea",858.4444444444445,13.0
773,Money Maker,Hybrid,"Relaxed, Sleepy, Happy, Hungry, Uplifted, Dry Mouth, Paranoid, Earthy, Berry, Skunk, Pain, Insomnia, Muscle Spasms, Depression, Lack of Appetite",861.6176470588235,16.0
774,Monolith,Indica,"Relaxed, Sleepy, Tingly, Euphoric, Focused, Earthy, Pine, Insomnia, Lack of Appetite, Pain, Stress, Depression",858.4444444444445,13.0
775,Mossimo OG,Indica,"Euphoric, Focused, Relaxed, Sleepy, Uplifted, Dry Mouth, Honey, Lemon, Depression, Nausea, Pain, Stress",858.4444444444445,13.0
776,Motavation,Hybrid,"Relaxed, Creative, Sleepy, Euphoric, Dry Mouth, Paranoid, Anxious, Sweet, Pain, Muscle Spasms",861.6176470588235,16.0
777,Mother of Berries,Indica,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Anxious, Paranoid, Berry, Blueberry, Sweet, Stress, Insomnia, Pain, Depression, Lack of Appetite",858.4444444444445,13.0
778,Mt. Cook,Indica,"Euphoric, Focused, Happy, Relaxed, Sleepy, Ammonia, Pepper, Depression, Inflammation, Lack of Appetite, Muscle Spasms",858.4444444444445,13.0
779,Negra 44,Indica,"Creative, Energetic, Relaxed, Hungry, Talkative, Sweet, Earthy, Citrus, Insomnia, Lack of Appetite, Muscle Spasms, Pain",858.4444444444445,13.0
780,Nexus OG,Hybrid,"Relaxed, Euphoric, Happy, Horny, Sleepy, Dry Mouth, Sweet, Berry, Earthy, Depression, Insomnia, Lack of Appetite, Nausea",861.6176470588235,16.0
781,Nice Cherry,Hybrid,"Happy, Talkative, Uplifted, Relaxed, Hungry, Dry Mouth, Sweet, Berry, Depression, Insomnia, Lack of Appetite, Stress",861.6176470588235,16.0
782,Nicole Kush,Hybrid,"Relaxed, Euphoric, Sleepy, Uplifted, Dry Mouth, Earthy, Sweet, Insomnia, Depression",861.6176470588235,16.0
783,Night Terror OG,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Tingly, Dry Mouth, Anxious, Paranoid, Berry, Earthy, Insomnia, Stress, Pain, Depression",861.6176470588235,16.0
784,Night Train,Hybrid,"Relaxed, Sleepy, Tingly, Euphoric, Uplifted, Pepper, Insomnia, Pain, Stress, Lack of Appetite",861.6176470588235,16.0
785,Nordle,Hybrid,"Relaxed, Happy, Sleepy, Focused, Dry Mouth, Paranoid, Anxious, Pine, Stress, Pain, Depression, Inflammation, Muscle Spasms",861.6176470588235,16.0
786,North American Indica,Indica,"Relaxed, Focused, Sleepy, Uplifted, Dry Mouth, Earthy, Insomnia, Pain, Depression, Nausea",858.4444444444445,13.0
787,North Indian,Indica,"Uplifted, Happy, Hungry, Horny, Sleepy, Dry Mouth, Earthy, Muscle Spasms, Nausea, Stress",858.4444444444445,13.0
788,Northern Wreck,Hybrid,"Euphoric, Happy, Relaxed, Creative, Uplifted, Dry Mouth, Paranoid, Anxious, Earthy, Pine, Depression, Stress, Pain, Nausea",861.6176470588235,16.0
789,Nuken,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Dry Mouth, Paranoid, Citrus, Earthy, Depression, Lack of Appetite, Pain",861.6176470588235,16.0
790,Obama Kush,Hybrid,"Relaxed, Uplifted, Euphoric, Happy, Focused, Dry Mouth, Paranoid, Anxious, Earthy, Sweet, Pain, Stress, Depression, Nausea, Muscle Spasms",861.6176470588235,16.0
791,OCA Gold,Indica,"Sleepy, Relaxed, Tingly, Euphoric, Happy, Honey, Vanilla, Stress, Depression, Inflammation, Insomnia",858.4444444444445,13.0
792,OG LA Affie,Indica,"Relaxed, Happy, Euphoric, Tingly, Dry Mouth, Earthy, Pepper, Pain, Stress, Insomnia, Depression",858.4444444444445,13.0
793,OG Los Angeles Kush,Indica,"Sleepy, Relaxed, Happy, Hungry, Tingly, Earthy, Pain",858.4444444444445,13.0
794,Ogre Berry,Hybrid,"Focused, Relaxed, Happy, Sleepy, Euphoric, Dry Mouth, Paranoid, Blueberry, Berry, Earthy, Stress, Lack of Appetite, Insomnia, Pain, Depression",861.6176470588235,16.0
795,Opal OG Kush,Indica,"Relaxed, Euphoric, Horny, Happy, Focused, Dry Mouth, Paranoid, Earthy, Lavender, Strawberry, Stress, Insomnia, Muscle Spasms, Depression, Lack of Appetite",858.4444444444445,13.0
796,Orange Afghani,Indica,"Uplifted, Euphoric, Happy, Hungry, Relaxed, Sweet, Orange, Depression, Insomnia, Lack of Appetite, Pain",858.4444444444445,13.0
797,Orange Romulan,Indica,"Euphoric, Relaxed, Sweet, Citrus, Orange, Muscle Spasms, Pain",858.4444444444445,13.0
798,Oregon Diesel,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Tingly, Dry Mouth, Paranoid, Anxious, Earthy, Depression, Stress, Insomnia, Pain",861.6176470588235,16.0
799,Ortega,Hybrid,"Relaxed, Uplifted, Euphoric, Sleepy, Dry Mouth, Pepper, Earthy, Depression, Pain",861.6176470588235,16.0
800,P-51,Indica,"Happy, Tingly, Uplifted, Relaxed, Dry Mouth, Paranoid, Earthy, Sweet, Pain, Insomnia, Nausea, Stress",858.4444444444445,13.0
801,Pacific Blue,Indica,"Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth, Blueberry, Berry, Stress, Insomnia, Pain, Depression",858.4444444444445,13.0
802,Pakistan Valley Kush,Indica,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth, Pine, Sweet, Earthy, Insomnia, Stress, Depression, Pain, Lack of Appetite",858.4444444444445,13.0
803,Pakistani Chitral Kush,Indica,"Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth, Earthy, Sweet, Berry, Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite",858.4444444444445,13.0
804,Paris XXX,Indica,"Creative, Horny, Uplifted, Energetic, Euphoric, Anxious, Sweet, Depression",858.4444444444445,13.0
805,Petrolia Headstash,Hybrid,"Uplifted, Happy, Relaxed, Horny, Euphoric, Anxious, Berry, Stress, Inflammation, Pain",861.6176470588235,16.0
806,Peyote Cookies,Indica,"Uplifted, Creative, Euphoric, Relaxed, Happy, Dry Mouth, Sweet, Grape, Stress, Insomnia, Pain, Depression",858.4444444444445,13.0
807,Pez,Indica,"Euphoric, Happy, Energetic, Talkative, Relaxed, Dry Mouth, Paranoid, Sweet, Citrus, Pain, Inflammation, Stress, Insomnia, Depression",858.4444444444445,13.0
808,Phishhead Kush,Indica,"Happy, Talkative, Tingly, Uplifted, Sweet, Berry, Depression, Insomnia, Lack of Appetite",858.4444444444445,13.0
809,Pine Tar Kush,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious, Pine, Earthy, Stress, Depression, Pain, Insomnia, Inflammation",861.6176470588235,16.0
810,Pink Berry,Hybrid,"Sleepy, Uplifted, Horny, Talkative, Tingly, Sweet, Insomnia, Depression",861.6176470588235,16.0
811,Pink Bubba,Indica,"Relaxed, Sleepy, Euphoric, Hungry, Tingly, Dry Mouth, Anxious, Earthy, Sweet, Stress, Pain, Insomnia, Depression, Muscle Spasms",858.4444444444445,13.0
812,Pink Champagne,Indica,"Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Anxious, Berry, Sweet, Rose, Stress, Depression, Insomnia",858.4444444444445,13.0
813,Pink Death Star,Hybrid,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Dry Mouth, Earthy, Berry, Pain, Depression, Lack of Appetite, Nausea, Insomnia",861.6176470588235,16.0
814,Plushberry,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Berry, Sweet, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0
815,Pokie,Indica,"Euphoric, Happy, Relaxed, Focused, Uplifted, Dry Mouth, Anxious, Paranoid, Citrus, Depression, Nausea",858.4444444444445,13.0
816,Popcorn Kush,Indica,"Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Insomnia, Stress, Pain, Depression",858.4444444444445,13.0
817,Pre-98 Bubba Kush,Indica,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Earthy, Coffee, Pine, Pain, Stress, Insomnia, Inflammation, Lack of Appetite",858.4444444444445,13.0
818,Presidential OG,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious, Earthy, Pine, Insomnia, Stress, Pain, Lack of Appetite, Depression",861.6176470588235,16.0
819,Primus,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid, Sweet, Earthy, Citrus, Stress, Lack of Appetite, Pain, Insomnia, Depression",861.6176470588235,16.0
820,Puna Buddaz,Indica,"Uplifted, Happy, Sleepy, Talkative, Creative, Anxious, Sweet, Inflammation, Lack of Appetite, Pain, Stress",858.4444444444445,13.0
821,Punky Lion,Hybrid,"Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth, Earthy, Sweet, Stress, Depression, Muscle Spasms, Pain",861.6176470588235,16.0
822,Pure Love,Indica,"Focused, Relaxed, Mango, Earthy, Pain, Stress",858.4444444444445,13.0
823,Purple Berry,Hybrid,"Relaxed, Euphoric, Sleepy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious, Berry, Blueberry, Sweet, Pain, Nausea, Stress, Insomnia",861.6176470588235,16.0
824,Purple Bubba,Indica,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth, Grape, Berry, Sweet, Lack of Appetite, Muscle Spasms, Inflammation, Pain, Stress",858.4444444444445,13.0
825,Purple Bud,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Focused, Dry Mouth, Pine, Pepper, Lavender, Depression, Stress, Muscle Spasms, Pain",861.6176470588235,16.0
826,Purple Bush,Indica,"Relaxed, Creative, Focused, Euphoric, Sleepy, Dry Mouth, Sweet, Berry, Grape, Stress, Depression, Insomnia, Lack of Appetite, Pain",858.4444444444445,13.0
827,Purple Cheddar,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid, Sweet, Grape, Pain, Insomnia, Inflammation, Muscle Spasms, Stress",861.6176470588235,16.0
828,Purple Chemdawg,Indica,"Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth, Anxious, Grape, Earthy, Sweet, Pain, Stress, Depression, Insomnia",858.4444444444445,13.0
829,Purple Cotton Candy,Indica,"Relaxed, Happy, Uplifted, Hungry, Talkative, Dry Mouth, Paranoid, Sweet, Earthy, Berry, Stress, Depression, Lack of Appetite, Insomnia, Pain",858.4444444444445,13.0
830,Purple Elephant,Hybrid,"Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Paranoid, Anxious, Sweet, Earthy, Grape, Stress, Pain, Insomnia, Lack of Appetite, Depression",861.6176470588235,16.0
831,Purple Hindu Kush,Indica,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Anxious, Earthy, Berry, Stress, Pain, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0
832,Purple Jolly Rancher,Hybrid,"Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Anxious, Citrus, Insomnia, Pain, Nausea, Depression",861.6176470588235,16.0
833,Purple Martian Kush,Indica,"Relaxed, Euphoric, Happy, Creative, Focused, Dry Mouth, Anxious, Sweet, Berry, Grape, Pain, Stress, Insomnia, Depression",858.4444444444445,13.0
834,Purple Monkey Balls,Hybrid,"Happy, Euphoric, Relaxed, Creative, Sleepy, Dry Mouth, Paranoid, Anxious, Earthy, Grape, Sweet, Stress, Pain, Depression",861.6176470588235,16.0
835,Purple OG Kush,Indica,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid, Earthy, Stress, Insomnia, Depression, Lack of Appetite",858.4444444444445,13.0
836,Purple Panty Dropper,Hybrid,"Relaxed, Uplifted, Euphoric, Horny, Happy, Dry Mouth, Anxious, Paranoid, Berry, Grape, Earthy, Stress, Pain, Muscle Spasms, Insomnia, Depression",861.6176470588235,16.0
837,Purple People Eater,Hybrid,"Uplifted, Creative, Euphoric, Focused, Relaxed, Grape, Depression, Stress",861.6176470588235,16.0
838,Purple Punch,Hybrid,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Sweet, Berry, Grape, Stress, Depression, Pain, Inflammation, Muscle Spasms",861.6176470588235,16.0
839,Purple Star,Hybrid,"Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious, Berry, Citrus, Pine, Pain, Insomnia, Depression, Muscle Spasms",861.6176470588235,16.0
840,Quin-N-Tonic,Indica,"Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth, Sweet, Blueberry, Stress, Pain, Depression, Nausea, Lack of Appetite",858.4444444444445,13.0
841,Qush,Hybrid,"Relaxed, Sleepy, Uplifted, Happy, Euphoric, Dry Mouth, Citrus, Stress, Pain, Depression, Insomnia, Lack of Appetite",861.6176470588235,16.0
842,Rainbow Jones,Indica,"Relaxed, Euphoric, Focused, Talkative, Uplifted, Earthy, Sweet, Depression, Stress, Inflammation, Lack of Appetite",858.4444444444445,13.0
843,Rare Dankness #1,Hybrid,"Happy, Relaxed, Euphoric, Sleepy, Dry Mouth, Anxious, Paranoid, Earthy, Berry, Pain, Depression, Inflammation, Muscle Spasms, Insomnia",861.6176470588235,16.0
844,Rare Darkness,Hybrid,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Anxious, Grape, Citrus, Sweet, Insomnia, Pain, Stress, Muscle Spasms, Inflammation",861.6176470588235,16.0
845,Ray Charles,Hybrid,"Relaxed, Sleepy, Tingly, Happy, Euphoric, Dry Mouth, Earthy, Pain, Stress, Insomnia, Nausea, Lack of Appetite",861.6176470588235,16.0
846,Reclining Buddha,Indica,"Relaxed, Euphoric, Creative, Hungry, Happy, Dry Mouth, Paranoid, Earthy, Insomnia, Stress, Inflammation, Nausea",858.4444444444445,13.0
847,Red Eye OG,Indica,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth, Earthy, Sweet, Insomnia, Stress, Pain, Depression, Lack of Appetite",858.4444444444445,13.0
848,Remedy,Indica,"Relaxed, Sleepy, Happy, Uplifted, Focused, Dry Mouth, Earthy, Citrus, Stress, Pain, Depression, Insomnia, Inflammation",858.4444444444445,13.0
849,Rip City Purps,Indica,"Euphoric, Relaxed, Uplifted, Happy, Hungry, Grape, Depression, Inflammation, Insomnia, Muscle Spasms",858.4444444444445,13.0
850,Rockbud,Indica,"Euphoric, Happy, Relaxed, Sleepy, Uplifted, Dry Mouth, Paranoid, Skunk, Depression, Pain, Insomnia, Nausea",858.4444444444445,13.0
851,Rockstar Kush,Indica,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Skunk, Stress, Depression, Insomnia, Lack of Appetite, Nausea",858.4444444444445,13.0
852,Rockstar Master Kush,Indica,"Relaxed, Euphoric, Sleepy, Hungry, Dry Mouth, Sweet, Pine, Berry, Insomnia, Pain, Stress, Depression, Lack of Appetite",858.4444444444445,13.0
853,Rockstar,Hybrid,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid, Earthy, Stress, Depression, Pain, Insomnia, Inflammation",861.6176470588235,16.0
854,Rocky Mountain Blueberry,Indica,"Euphoric, Uplifted, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid, Blueberry, Berry, Sweet, Stress, Depression, Pain",858.4444444444445,13.0
855,Rollex OG Kush,Hybrid,"Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Paranoid, Earthy, Ammonia, Stress, Pain, Depression, Nausea",861.6176470588235,16.0
856,Rose Bud,Indica,"Relaxed, Happy, Creative, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious, Rose, Sweet, Stress, Insomnia, Muscle Spasms, Pain, Depression",858.4444444444445,13.0
857,Russian Assassin,Hybrid,"Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Anxious, Skunk, Ammonia, Nausea, Lack of Appetite, Pain",861.6176470588235,16.0
858,Salmon River OG,Hybrid,"Relaxed, Sleepy, Talkative, Happy, Euphoric, Dry Mouth, Earthy, Stress, Depression, Pain, Muscle Spasms, Insomnia",861.6176470588235,16.0
859,Satellite OG,Hybrid,"Happy, Relaxed, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid, Earthy, Berry, Pain, Lack of Appetite, Nausea",861.6176470588235,16.0
860,Sensi Skunk,Hybrid,"Relaxed, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid, Citrus, Earthy, Lemon, Stress, Depression, Pain, Lack of Appetite",861.6176470588235,16.0
861,Sexxpot,Hybrid,"Relaxed, Uplifted, Happy, Sleepy, Hungry, Dry Mouth, Paranoid, Earthy, Pain, Stress, Lack of Appetite, Muscle Spasms",861.6176470588235,16.0
862,SFV OG Kush,Indica,"Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid, Earthy, Citrus, Sweet, Pain, Muscle Spasms, Inflammation, Insomnia, Depression",858.4444444444445,13.0
863,Shark Attack,Hybrid,"Happy, Focused, Hungry, Horny, Creative, Dry Mouth, Anxious, Paranoid, Earthy, Skunk, Pain, Stress, Insomnia, Inflammation",861.6176470588235,16.0
864,Sin City Kush,Hybrid,"Euphoric, Relaxed, Uplifted, Happy, Dry Mouth, Paranoid, Grape, Pine, Insomnia, Stress, Depression, Muscle Spasms",861.6176470588235,16.0
865,Sirius Black,Indica,"Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth, Sweet, Grape, Stress, Pain, Depression, Muscle Spasms",858.4444444444445,13.0
866,Skunk 47,Indica,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth, Earthy, Skunk, Pain, Depression, Stress, Nausea",858.4444444444445,13.0
867,Snoop Dogg OG,Hybrid,"Relaxed, Happy, Euphoric, Sleepy, Dry Mouth, Anxious, Paranoid, Lemon, Earthy, Citrus, Pain, Stress, Lack of Appetite, Insomnia, Inflammation",861.6176470588235,16.0
868,Snow Leopard,Hybrid,"Euphoric, Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid, Earthy, Sweet, Stress, Pain, Insomnia, Depression, Inflammation",861.6176470588235,16.0
869,Snow Monster,Indica,"Relaxed, Happy, Hungry, Uplifted, Euphoric, Dry Mouth, Sweet, Earthy, Skunk, Pain, Insomnia, Stress, Lack of Appetite",858.4444444444445,13.0
870,Snow Ryder,Indica,"Horny, Sleepy, Uplifted, Relaxed, Pepper, Earthy, Insomnia, Muscle Spasms, Stress",858.4444444444445,13.0
871,Somango,Indica,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid, Mango, Earthy, Sweet, Pain, Stress, Insomnia, Lack of Appetite, Depression",858.4444444444445,13.0
872,Sour Ape,Indica,"Relaxed, Hungry, Energetic, Happy, Dry Mouth, Skunk, Citrus, Pain, Stress, Lack of Appetite, Nausea",858.4444444444445,13.0
873,Sour Bubba,Hybrid,"Happy, Euphoric, Uplifted, Energetic, Talkative, Dry Mouth, Pine, Stress, Insomnia, Pain, Depression",861.6176470588235,16.0
874,Sour Bubble,Indica,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious, Sweet, Earthy, Pain, Depression, Nausea, Insomnia, Stress",858.4444444444445,13.0
875,Sour Spyder,Indica,"Horny, Tingly, Energetic, Euphoric, Happy, Ammonia, Citrus, Coffee, Inflammation",858.4444444444445,13.0
876,South Asian Indica,Indica,"Sleepy, Talkative, Uplifted, Euphoric, Dry Mouth, Sweet, Pain, Stress, Depression",858.4444444444445,13.0
877,South Central LA,Indica,"Uplifted, Euphoric, Focused, Hungry, Relaxed, Sweet, Berry, Blueberry, Depression, Stress",858.4444444444445,13.0
878,Space Dawg,Indica,"Relaxed, Euphoric, Uplifted, Talkative, Dry Mouth, Anxious, Sweet, Earthy, Berry, Pain, Nausea, Stress, Muscle Spasms",858.4444444444445,13.0
879,Space Monster,Hybrid,"Sleepy, Uplifted, Creative, Euphoric, Happy, Dry Mouth, Ammonia, Depression, Inflammation",861.6176470588235,16.0
880,Special Kush #1,Hybrid,"Relaxed, Euphoric, Tingly, Hungry, Sleepy, Dry Mouth, Earthy, Sweet, Pain, Insomnia, Depression, Lack of Appetite, Stress",861.6176470588235,16.0
881,Spoetnik #1,Hybrid,"Focused, Sleepy, Creative, Energetic, Euphoric, Lavender, Rose, Depression",861.6176470588235,16.0
